,Aff,Neg,Win
0,Niles North SP,Montgomery Bell SL,Neg
1,Niles North CS,Univ Of Chicago Lab LL,Aff
2,Northview LN,Greenhill BH,Neg
3,Bellarmine  AQ,Quarry Lane PS,Aff
4,Woodward CM,Berkeley Prep LS,Aff
5,Montgomery Bell KR,Bellarmine  DD,Neg
6,New Trier SY,Woodward JT,Aff
7,Montgomery Bell TB,Glenbrook North CR,Neg
8,Quarry Lane CA,Northside  AS,Aff
9,Pace GM,Washburn Rural CN,Aff
10,Sonoma KY,Peninsula KX,Neg
11,Glenbrook South KZ,Barstow OT,Aff
12,Little Rock Central LW,Glenbrook South WB,Neg
13,Berkeley Prep RG,Barstow GK,Aff
14,Blue Valley Southwest PC,Northview CT,Neg
15,Washburn Rural CH,Galloway DP,Aff
16,Woodward PN,Blue Valley North CT,Aff
17,Lexington LM,Montgomery Bell SJ,Neg
18,Jesuit LR,Montgomery Bell HM,Neg
19,Berkeley Prep LZ,Little Rock Central BW,Aff
20,Lexington DS,Liberal Arts and Science BS,Neg
21,Blue Valley North PS,Solorio TG,Aff
22,Liberal Arts and Science BV,Peninsula LL,Neg
23,Shawnee Mission East PL,Carrollton School of the Sacred Heart GB,Aff
24,Berkeley Prep NY,Greenhill CL,Neg
25,Niles North MK,NSU EY,Aff
26,Wylie E. Groves XC,Berkeley Prep RV,Neg
27,Lexington WH,Eastside HS,Aff
28,Liberal Arts and Science RL,Carrollton School of the Sacred Heart KL,Aff
