,Aff,Neg,Win
0,Little Rock Central NT,Memorial SC,Aff
1,Woodward CM,Damien-St. Lucy's PP,Neg
2,Westwood ST,Ronald Reagan FP,Neg
3,Damien-St. Lucy's KN,Coppell TB,Neg
4,Winston Churchill LR,Jesuit CJ,Neg
5,Jenks HG,Westwood LU,Aff
6,Dallas Highland Park CB,L C Anderson SW,Neg
7,Winston Churchill MP,Lovejoy PW,Aff
8,St Mark's School of Texas DH,Kinkaid AK,Neg
9,Friendswood PH,Barack Obama Male Leadership Academy (HS) VT,Neg
10,Caddo Magnet VA,Greenhill AX,Aff
11,George Washington MR,Liberal Arts and Science BF,Neg
12,Winston Churchill LyRo,Greenhill BC,Neg
13,Jesuit MW,George Washington VS,Neg
14,Friendswood AK,Lake Travis SO,Neg
15,Greenhill MS,Isidore Newman JN,Neg
16,Berkeley Prep GS,Greenhill BH,Neg
17,Niles West KS,Melissa NT,Neg
18,Liberal Arts and Science LM,Dulles IC,Aff
19,BASIS San Antonio Shavano KP,Niles West SV,Aff
20,Woodward PN,Westwood GS,Aff
21,Jesuit LR,Berkeley Prep RZ,Aff
22,Coppell JS,Westwood GK,Neg
23,Greenhill MB,Damien-St. Lucy's OC,Aff
24,Dripping Springs BC,Heritage Hall HC,Aff
25,St Mark's School of Texas TK,Woodward JT,Neg
26,St Mark's School of Texas JB,Dripping Springs KT,Aff
