,Aff,Neg,Win
0,Little Rock Central BF,McDonogh SP,Neg
1,Montgomery Bell SL,Pace EW,Aff
2,Pace GM,Little Rock Central LW,Neg
3,Montgomery Bell TB,Alpharetta CR,Aff
4,Little Rock Central GT,Lexington DS,Neg
5,Peninsula LY,Westminster VZ,Neg
6,Montgomery Bell KF,Berkeley Prep NY,Neg
7,Johns Creek GV,Westminster PL,Neg
8,Hawken KZ,Alpharetta NI,Neg
9,Montgomery Bell RW,Berkeley Prep LL,Neg
10,Montgomery Bell PR,Peninsula LiLi,Aff
11,Hawken LK,Berkeley Prep LS,Neg
12,Montgomery Bell PD,NSU BL,Neg
13,Little Rock Central BW,Calvert Hall CH,Aff
14,Montgomery Bell SJ,Pace GK,Aff
15,Berkeley Prep RV,Lexington LM,Aff
16,Alpharetta MM,Lexington HS,Aff
17,Alpharetta LD,Calvert Hall ST,Aff
18,Montgomery Bell RS,Marist CL,Aff
19,Westminster HY,NSU AY,Aff
20,Peninsula WY,Lexington WH,Neg
21,Alpharetta GM,Peninsula BB,Aff
