,Aff,Neg,Win
0,Taipei American YT,Univ Of Chicago Lab LJ,Neg
1,Carrollton School of the Sacred Heart FJ,Pace NS,Neg
2,New Trier HJ,George Washington MR,Aff
3,Pace EW,Franklin SP,Neg
4,NSU AC,Arizona College Prep AS,Neg
5,ADL KY,St Ignatius GaGo,Neg
6,Taipei American LC,George Washington VS,Aff
7,St Mark's School of Texas DH,Solon CN,Aff
8,Solorio TG,USN CR,Neg
9,St Mark's School of Texas GD,George Washington JZ,Aff
10,Madison Central AW,Isidore Newman CE,Aff
11,Yerba Buena QN,Unionville HK,Aff
12,St Mark's School of Texas LL,New Trier HY,Neg
13,Johns Creek GV,New Trier SW,Aff
14,Gunn Independent KB,Woodward HY,Aff
15,Glenbrook North SS,Woodward AH,Aff
16,Berkeley Prep SS,St Mark's School of Texas JP,Neg
17,Parkrose GH,George Washington PA,Neg
18,Berkeley Prep LG,Woodward MP,Neg
19,Wylie E. Groves XC,George Washington MB,Neg
20,Glenbrook North CR,Woodward PN,Neg
21,NSU BL,Northview LN,Aff
22,Pace GM,Woodward JT,Aff
23,BASIS Peoria JG,Taipei American HW,Aff
24,Solorio MA,NSU AY,Neg
25,Wylie E. Groves PS,St Ignatius FK,Aff
