,Aff,Neg,Win
0,SWW DP,Mamaroneck SW,Neg
1,CMIT North/DuVal KM,Georgetown Day GK,Neg
2,Collegiate FK,Brooklyn Technical SG,Aff
3,Banneker MS,BASIS DC AP,Neg
4,Calvert Hall BM,BASIS DC CM,Neg
5,Duke Ellington SO,CMIT North MG,Aff
6,BASIS DC TP,Sidwell FV,Neg
7,McDonogh KL,Creative Minds/Stuart Hobson MT,Aff
8,McDonogh AH,Eleanor Roosevelt AA,Neg
9,Baltimore City HM,Newark Science OO,Neg
10,McDonogh SP,BASIS DC DS,Aff
11,Georgetown Day KN,Collegiate PX,Aff
12,Mamaroneck RW,Calvert Hall CH,Aff
13,Banneker TG,Duke Ellington TA,Aff
14,Mamaroneck GA,Hardy GP,Aff
15,Mamaroneck MS,Baltimore City MW,Aff
16,Newark Science AO,Brooklyn Technical JL,Neg
17,Brooklyn Technical MC,Sidwell AA,Aff
18,SWW NN,Calvert Hall SW,Aff
19,Georgetown Day DX,SWW WP,Aff
20,Calvert Hall AJ,McDonogh CM,Neg
21,Forest Park AF,Duke Ellington SS,Aff
22,Baltimore City AP,Mamaroneck MT,Neg
23,Collegiate TL,McDonogh VB,Aff
24,Banneker TY,Mamaroneck CF,Neg
25,Sidwell DJ,College Park AO,Neg
