,Aff,Neg,Win
0,Berkeley Prep LS,Little Rock Central LW,Neg
1,NSU AY,Montgomery Bell KF,Neg
2,Alpharetta NI,Montgomery Bell SL,Neg
3,Westminster VZ,Montgomery Bell SJ,Neg
4,Peninsula BB,Alpharetta CR,Neg
5,Little Rock Central BW,Westminster PL,Neg
6,Lexington LM,Montgomery Bell TB,Neg
7,Marist CL,Montgomery Bell RW,Aff
8,Alpharetta LD,Calvert Hall CH,Aff
9,Peninsula LiLi,Johns Creek GV,Neg
10,Lexington DS,Berkeley Prep RV,Neg
11,Peninsula LY,Montgomery Bell RS,Aff
12,Peninsula WY,Berkeley Prep NY,Aff
13,Pace EW,Calvert Hall ST,Aff
14,Westminster HY,Berkeley Prep LL,Neg
15,McDonogh SP,Hawken KZ,Aff
16,Pace GK,Lexington WH,Neg
17,Little Rock Central BF,Montgomery Bell PD,Aff
18,Hawken LK,Montgomery Bell PR,Neg
19,Alpharetta MM,Pace GM,Neg
20,NSU BL,Little Rock Central GT,Neg
21,Alpharetta GM,Lexington HS,Aff
