,Aff,Neg,Win
0,Lake Balboa PG,Brophy SH,Neg
1,Lake Balboa DB,New Designs Charter School-University Park CS,Aff
2,Quarry Lane AM,Fort Collins EF,Aff
3,Quarry Lane CA,Peninsula LW,Aff
4,Peninsula EW,Rowland Hall DL,Neg
5,Rowland Hall UV,College Prep BA,Neg
6,Polytechnic HG,San Marino PC,Neg
7,Polytechnic TK,Sonoma BD,Aff
8,Peninsula TW,Damien-St. Lucy's KN,Neg
9,Notre Dame ND,Peninsula JS,Neg
10,Notre Dame AM,Meadows KG,Neg
11,Peninsula PY,Head-Royce DW,Neg
12,San Marino CJ,Meadows RK,Neg
13,Rowland Hall CS,College Prep JT,Aff
14,Sonoma PM,Westlake SB,Aff
15,Peninsula KK,Notre Dame DP,Aff
16,Damien-St. Lucy's GI,CK McClatchy PG,Neg
17,Damien-St. Lucy's PP,Peninsula DY,Neg
18,Peninsula FL,Brophy PP,Neg
19,Damien-St. Lucy's CM,Rowland Hall GH,Neg
20,Meadows SK,OES LR,Neg
21,Sonoma ML,Peninsula LiLi,Neg
22,Peninsula BB,Sonoma KY,Neg
23,San Marino PM,Peninsula KX,Neg
